DOEID,upgrade_id,category,eligible,annual_savings,cost_midpoint,payback_years,lifespan_years,rank
102478,programmable_thermostat,Behavioral,True,65.29847666332961,90,1.3782863643822536,15,2
102478,energy_star_washer,Appliance,True,480.8875,950,1.9755140235502067,12,3
102478,smart_thermostat,Behavioral,True,80.36735589332875,200,2.488572602356847,12,4
102478,low_flow_showerheads,Water Heating,True,17.23079769445789,80,4.642849473285336,10,5
102491,thermostat_setback,Behavioral,True,50.84214257513702,0,0.0,1,1
102491,programmable_thermostat,Behavioral,True,44.06319023178541,90,2.0425211957321605,15,2
102491,low_flow_showerheads,Water Heating,True,34.439936187020145,80,2.3228846756734325,10,3
102491,smart_thermostat,Behavioral,True,54.23161874681281,200,3.687885492294179,12,4
102491,attic_insulation,Insulation,True,101.68428515027404,2300,22.619031019404297,30,5
102492,thermostat_setback,Behavioral,True,63.56142893497789,0,0.0,1,1
102492,smart_thermostat,Behavioral,True,67.79885753064308,200,2.949902214939329,12,2
102492,energy_star_fridge,Appliance,True,195.18750000000003,1500,7.6849183477425544,14,3
102492,low_flow_showerheads,Water Heating,True,8.982378478015868,80,8.906327004122335,10,4
102492,heat_pump_replace,HVAC,True,254.24571573991156,8000,31.465623626019504,18,5
102496,thermostat_setback,Behavioral,True,4.413609184355255,0,0.0,1,1
102496,low_flow_showerheads,Water Heating,True,34.16794109708765,80,2.341376080363792,10,2
102496,programmable_thermostat,Behavioral,True,3.8251279597745533,90,23.528624649018134,15,3
102496,tankless_water_heater,Water Heating,True,95.67023507184541,2300,24.04091511087822,20,4
102496,smart_thermostat,Behavioral,True,4.707849796645604,200,42.482238949616075,12,5
102498,thermostat_setback,Behavioral,True,12.136436293401694,0,0.0,1,1
102498,low_flow_showerheads,Water Heating,True,10.18857814660786,80,7.851929763785033,10,2
102498,programmable_thermostat,Behavioral,True,10.518244787614801,90,8.55656070164622,15,3
102498,smart_thermostat,Behavioral,True,12.945532046295138,200,15.449345711305677,12,4
102498,led_lighting,Lighting,True,12.916553004557166,200,15.484007221542528,15,5
102499,thermostat_setback,Behavioral,True,5.499573249079478,0,0.0,1,1
102499,low_flow_showerheads,Water Heating,True,15.538188284997064,80,5.148605392897974,10,2
102499,programmable_thermostat,Behavioral,True,4.7662968158688805,90,18.88258400113785,15,3
102499,energy_star_fridge,Appliance,True,63.20700000000001,1500,23.731548720869522,14,4
102499,smart_thermostat,Behavioral,True,5.866211465684776,200,34.0935544464989,12,5
102503,energy_star_fridge,Appliance,True,331.4895,1500,4.525030204576615,14,1
102503,low_flow_showerheads,Water Heating,True,15.518497641796468,80,5.155138200010639,10,2
102503,heat_pump_water_heater,Water Heating,True,82.76532075624783,2400,28.997652375059847,13,3
102503,tankless_water_heater,Water Heating,True,43.45179339703011,2300,52.93222258939496,20,4
102508,thermostat_setback,Behavioral,True,100.87071890164898,0,0.0,1,1
102508,programmable_thermostat,Behavioral,True,87.42128971476245,90,1.0294975090581635,15,2
102508,smart_thermostat,Behavioral,True,107.59543349509224,200,1.8588149469105733,12,3
102508,low_flow_showerheads,Water Heating,True,36.28987654664087,80,2.2044715389753815,10,4
102508,led_lighting,Lighting,True,81.84380495414425,200,2.443679153383164,15,5
102512,thermostat_setback,Behavioral,True,69.3490213683418,0,0.0,1,1
102512,low_flow_showerheads,Water Heating,True,30.99849684555594,80,2.5807702998821083,10,2
102512,heat_pump_water_heater,Water Heating,True,165.32531650963168,2400,14.516832936836861,13,3
102512,tankless_water_heater,Water Heating,True,86.79579116755663,2300,26.49898075771808,20,4
102512,heat_pump_replace,HVAC,True,277.3960854733672,8000,28.839628311078243,18,5
102519,thermostat_setback,Behavioral,True,49.359235589914995,0,0.0,1,1
102519,programmable_thermostat,Behavioral,True,42.77800417792633,90,2.103884969145907,15,2
102519,low_flow_showerheads,Water Heating,True,32.6142772742129,80,2.4529134687664387,10,3
102519,smart_thermostat,Behavioral,True,52.64985129590932,200,3.7986811942912206,12,4
102519,attic_insulation,Insulation,True,98.71847117982999,2300,23.298577991652817,30,5
102530,thermostat_setback,Behavioral,True,61.09198383306115,0,0.0,1,1
102530,led_lighting,Lighting,True,355.4589885516777,200,0.5626528135211959,15,2
102530,programmable_thermostat,Behavioral,True,52.94638598865299,90,1.6998327330459915,15,3
102530,smart_thermostat,Behavioral,True,65.16478275526522,200,3.0691424346663734,12,4
102530,low_flow_showerheads,Water Heating,True,6.289561968568878,80,12.71948673052078,10,5
102532,thermostat_setback,Behavioral,True,69.23640981627624,0,0.0,1,1
102532,programmable_thermostat,Behavioral,True,60.0048885074394,90,1.4998777972704975,15,2
102532,smart_thermostat,Behavioral,True,73.85217047069465,200,2.708112689516176,12,3
102532,low_flow_showerheads,Water Heating,True,18.200723280828456,80,4.395429718129233,10,4
102532,led_lighting,Lighting,True,22.35434239684657,200,8.946807579909537,15,5
102552,thermostat_setback,Behavioral,True,23.21109518682896,0,0.0,1,1
102552,programmable_thermostat,Behavioral,True,20.116282495251763,90,4.473987677456983,15,2
102552,low_flow_showerheads,Water Heating,True,12.989156556694962,80,6.1589834298183,10,3
102552,smart_thermostat,Behavioral,True,24.75850153261755,200,8.078033306519554,12,4
102552,led_lighting,Lighting,True,22.743169303634936,200,8.793849147842158,15,5
102554,thermostat_setback,Behavioral,True,99.68267667233067,0,0.0,1,1
102554,smart_thermostat,Behavioral,True,106.32818845048604,200,1.8809687526382923,12,2
102554,led_lighting,Lighting,True,31.201715762028748,200,6.409903914431272,15,3
102554,low_flow_showerheads,Water Heating,True,9.727165704558912,80,8.224389552910129,10,4
102554,heat_pump_replace,HVAC,True,398.7307066893227,8000,20.06366669480845,18,5
102563,thermostat_setback,Behavioral,True,49.23627363392361,0,0.0,1,1
102563,programmable_thermostat,Behavioral,True,42.671437149400454,90,2.1091391809676727,15,2
102563,smart_thermostat,Behavioral,True,52.51869187618518,200,3.8081679656360756,12,3
102563,low_flow_showerheads,Water Heating,True,16.006345017269844,80,4.998017968104836,10,4
102563,led_lighting,Lighting,True,5.9954979700880795,200,33.35836339163364,15,5
102565,thermostat_setback,Behavioral,True,43.53897851261588,0,0.0,1,1
102565,programmable_thermostat,Behavioral,True,37.73378137760042,90,2.3851306896431512,15,2
102565,smart_thermostat,Behavioral,True,46.4415770801236,200,4.306485967411246,12,3
102565,low_flow_showerheads,Water Heating,True,14.0785331209884,80,5.682410185244037,10,4
102565,led_lighting,Lighting,True,8.594168100273682,200,23.271595070805162,15,5
102572,thermostat_setback,Behavioral,True,3.664912665534918,0,0.0,1,1
102572,low_flow_showerheads,Water Heating,True,86.95564973182873,80,0.9200092259297704,10,2
102572,led_lighting,Lighting,True,17.142281175026714,200,11.667058657943658,15,3
102572,programmable_thermostat,Behavioral,True,3.176257643463595,90,28.33523287545976,15,4
102572,smart_thermostat,Behavioral,True,3.9092401765705787,200,51.16083713624678,12,5
102580,thermostat_setback,Behavioral,True,35.59421285350278,0,0.0,1,1
102580,low_flow_showerheads,Water Heating,True,45.60928216543847,80,1.754028921345794,10,2
102580,led_lighting,Lighting,True,79.43216533781255,200,2.5178716852226217,15,3
102580,programmable_thermostat,Behavioral,True,30.84831780636907,90,2.9175010632644036,15,4
102580,smart_thermostat,Behavioral,True,37.967160377069625,200,5.2677102531162845,12,5
102582,thermostat_setback,Behavioral,True,110.79959508277882,0,0.0,1,1
102582,programmable_thermostat,Behavioral,True,96.0263157384083,90,0.9372430807943836,15,2
102582,smart_thermostat,Behavioral,True,118.18623475496406,200,1.6922444514343038,12,3
102582,low_flow_showerheads,Water Heating,True,39.43802998246671,80,2.0284988889040925,10,4
102582,energy_star_fridge,Appliance,True,232.69650000000001,1500,6.446164854219981,14,5
102584,thermostat_setback,Behavioral,True,94.6873592564599,0,0.0,1,1
102584,smart_thermostat,Behavioral,True,100.99984987355721,200,1.980200963173531,12,2
102584,led_lighting,Lighting,True,81.55779328920946,200,2.452248791121487,15,3
102584,low_flow_showerheads,Water Heating,True,28.787049588047545,80,2.779027414925363,10,4
102584,heat_pump_replace,HVAC,True,378.7494370258396,8000,21.122143607184324,18,5
102585,thermostat_setback,Behavioral,True,96.7579247903491,0,0.0,1,1
102585,led_lighting,Lighting,True,132.40947613921415,200,1.5104659109875322,15,2
102585,smart_thermostat,Behavioral,True,103.20845310970569,200,1.937825768858385,12,3
102585,low_flow_showerheads,Water Heating,True,30.276524828508034,80,2.6423111784835,10,4
102585,energy_star_fridge,Appliance,True,193.12200000000004,1500,7.7671109454127425,14,5
102593,thermostat_setback,Behavioral,True,17.823866959583047,0,0.0,1,1
102593,programmable_thermostat,Behavioral,True,15.44735136497197,90,5.8262415266918675,15,2
102593,low_flow_showerheads,Water Heating,True,8.164073680139321,80,9.799029643083133,10,3
102593,smart_thermostat,Behavioral,True,19.01212475688858,200,10.519602756526984,12,4
102593,attic_insulation,Insulation,True,35.64773391916609,2300,64.52023024003215,30,5
102611,thermostat_setback,Behavioral,True,61.00874933735431,0,0.0,1,1
102611,programmable_thermostat,Behavioral,True,52.87424942570706,90,1.7021518220595804,15,2
102611,smart_thermostat,Behavioral,True,65.07599929317792,200,3.0733296787186872,12,3
102611,low_flow_showerheads,Water Heating,True,8.957175917786854,80,8.931386492157504,10,4
102611,energy_star_fridge,Appliance,True,141.31500000000003,1500,10.614584439019211,14,5
102618,thermostat_setback,Behavioral,True,52.59995815651978,0,0.0,1,1
102618,low_flow_showerheads,Water Heating,True,40.693600280561085,80,1.9659110879460615,10,2
102618,programmable_thermostat,Behavioral,True,45.58663040231714,90,1.974263050497923,15,3
102618,smart_thermostat,Behavioral,True,56.1066220336211,200,3.564641618954583,12,4
102618,heat_pump_replace,HVAC,True,210.39983262607913,8000,38.02284393551555,18,5
102627,thermostat_setback,Behavioral,True,87.11141001263131,0,0.0,1,1
102627,smart_thermostat,Behavioral,True,92.91883734680673,200,2.152416083872505,12,2
102627,led_lighting,Lighting,True,24.625678557554235,200,8.121603615208707,15,3
102627,low_flow_showerheads,Water Heating,True,9.41276016032234,80,8.499101075285488,10,4
102627,heat_pump_replace,HVAC,True,348.44564005052524,8000,22.959104894640053,18,5
102636,thermostat_setback,Behavioral,True,73.07114970008257,0,0.0,1,1
102636,smart_thermostat,Behavioral,True,77.94255968008807,200,2.565992197598995,12,2
102636,low_flow_showerheads,Water Heating,True,16.276204899187235,80,4.915150705923766,10,3
102636,heat_pump_replace,HVAC,True,292.2845988003303,8000,27.370583441055942,18,4
102636,window_upgrade,Envelope,True,107.1710195601211,13000,121.3014493410434,25,5
102637,thermostat_setback,Behavioral,True,23.951862669467797,0,0.0,1,1
102637,low_flow_showerheads,Water Heating,True,11.091373740986008,80,7.212812575630339,10,2
102637,smart_thermostat,Behavioral,True,25.54865351409898,200,7.828201196185558,12,3
102637,attic_insulation,Insulation,True,47.903725338935594,2300,48.01296733660475,30,4
102637,heat_pump_replace,HVAC,True,95.80745067787119,8000,83.50081275931261,18,5
102640,thermostat_setback,Behavioral,True,56.57862434788097,0,0.0,1,1
102640,low_flow_showerheads,Water Heating,True,66.5829313136342,80,1.201509131869933,10,2
102640,programmable_thermostat,Behavioral,True,49.034807768163496,90,1.8354308724023123,15,3
102640,smart_thermostat,Behavioral,True,60.35053263773969,200,3.3139724085041746,12,4
102640,heat_pump_water_heater,Water Heating,True,355.1089670060491,2400,6.758488866768372,13,5
102653,thermostat_setback,Behavioral,True,35.23868089325142,0,0.0,1,1
102653,smart_thermostat,Behavioral,True,37.587926286134845,200,5.320857513594053,12,2
102653,low_flow_showerheads,Water Heating,True,6.991562824622462,80,11.442363031947714,10,3
102653,heat_pump_replace,HVAC,True,140.95472357300568,8000,56.75581347833656,18,4
102656,thermostat_setback,Behavioral,True,170.72288494109344,0,0.0,1,1
102656,programmable_thermostat,Behavioral,True,147.95983361561431,90,0.6082731900997639,15,2
102656,smart_thermostat,Behavioral,True,182.10441060383297,200,1.0982710376801295,12,3
102656,low_flow_showerheads,Water Heating,True,40.19876270650297,80,1.990111003766252,10,4
102656,attic_insulation,Insulation,True,341.4457698821869,2300,6.736062364438126,30,5
102657,thermostat_setback,Behavioral,True,71.89003050316698,0,0.0,1,1
102657,low_flow_showerheads,Water Heating,True,64.8221944766589,80,1.234145197426266,10,2
102657,programmable_thermostat,Behavioral,True,62.304693102744714,90,1.4445139766852526,15,3
102657,smart_thermostat,Behavioral,True,76.6826992033781,200,2.6081502356817063,12,4
102657,heat_pump_replace,HVAC,True,287.56012201266793,8000,27.820269180604864,18,5
102673,thermostat_setback,Behavioral,True,101.82909399789027,0,0.0,1,1
102673,programmable_thermostat,Behavioral,True,88.25188146483822,90,1.0198082863067148,15,2
102673,smart_thermostat,Behavioral,True,108.61770026441627,200,1.8413205169426796,12,3
102673,low_flow_showerheads,Water Heating,True,10.71410190758168,80,7.466794761713919,10,4
102673,attic_insulation,Insulation,True,203.65818799578054,2300,11.293432503915101,30,5
102685,thermostat_setback,Behavioral,True,151.39769910110527,0,0.0,1,1
102685,low_flow_showerheads,Water Heating,True,155.88548031007485,80,0.5131972512184614,10,2
102685,smart_thermostat,Behavioral,True,161.4908790411789,200,1.2384600367987444,12,3
102685,heat_pump_replace,HVAC,True,605.5907964044211,8000,13.210240392519935,18,4
102685,led_lighting,Lighting,True,8.442290748351887,200,23.690252558411853,15,5
102686,thermostat_setback,Behavioral,True,12.864752098562931,0,0.0,1,1
102686,low_flow_showerheads,Water Heating,True,61.08089844706345,80,1.309738429426231,10,2
102686,heat_pump_water_heater,Water Heating,True,325.7647917176717,2400,7.367278665522551,13,3
102686,programmable_thermostat,Behavioral,True,11.149451818754539,90,8.072145739812125,15,4
102686,led_lighting,Lighting,True,23.72682930867704,200,8.429276301442385,15,5
102689,thermostat_setback,Behavioral,True,65.13980286830189,0,0.0,1,1
102689,programmable_thermostat,Behavioral,True,56.45449581919497,90,1.5942043001896635,15,2
102689,smart_thermostat,Behavioral,True,69.48245639285534,200,2.878424430898004,12,3
102689,low_flow_showerheads,Water Heating,True,11.317000067466038,80,7.0690111799135655,10,4
102689,air_sealing,Envelope,True,99.88103106472954,800,8.009528851194446,15,5
102692,thermostat_setback,Behavioral,True,76.37194996298555,0,0.0,1,1
102692,smart_thermostat,Behavioral,True,81.46341329385125,200,2.455089860752198,12,2
102692,led_lighting,Lighting,True,51.536021146365904,200,3.88078077335435,15,3
102692,low_flow_showerheads,Water Heating,True,13.160431623326417,80,6.078827981462457,10,4
102696,thermostat_setback,Behavioral,True,60.109306496230005,0,0.0,1,1
102696,led_lighting,Lighting,True,74.86742334448357,200,2.671388850658723,15,2
102696,low_flow_showerheads,Water Heating,True,17.523475433326908,80,4.565304428586838,10,3
102696,attic_insulation,Insulation,True,120.21861299246001,2300,19.131812809587593,30,4
102696,heat_pump_replace,HVAC,True,240.43722598492002,8000,33.27271792971756,18,5
102723,thermostat_setback,Behavioral,True,50.38036380246503,0,0.0,1,1
102723,smart_thermostat,Behavioral,True,53.739054722629355,200,3.7216880913199355,12,2
102723,low_flow_showerheads,Water Heating,True,16.469505049297553,80,4.857462307491269,10,3
102723,led_lighting,Lighting,True,21.609041375026603,200,9.255385120005295,15,4
102723,heat_pump_replace,HVAC,True,201.5214552098601,8000,39.69800630741264,18,5
102729,thermostat_setback,Behavioral,True,42.291450864388466,0,0.0,1,1
102729,programmable_thermostat,Behavioral,True,36.652590749136664,90,2.4554880885772015,15,2
102729,smart_thermostat,Behavioral,True,45.11088092201436,200,4.433520159931057,12,3
102729,low_flow_showerheads,Water Heating,True,15.773375480798563,80,5.0718376733874475,10,4
102729,led_lighting,Lighting,True,27.504560013020157,200,7.271521518807196,15,5
102742,thermostat_setback,Behavioral,True,30.914106259178567,0,0.0,1,1
102742,low_flow_showerheads,Water Heating,True,72.89796380670796,80,1.0974243424977326,10,2
102742,smart_thermostat,Behavioral,True,32.97504667645713,200,6.065192324437012,12,3
102742,air_sealing,Envelope,True,47.40162959740712,800,16.877056902781252,15,4
102742,attic_insulation,Insulation,True,61.828212518357134,2300,37.199846256547,30,5
102744,thermostat_setback,Behavioral,True,53.15590376775387,0,0.0,1,1
102744,led_lighting,Lighting,True,75.43114753121651,200,2.651424597739704,15,2
102744,smart_thermostat,Behavioral,True,56.69963068560412,200,3.5273598360629084,12,3
102744,low_flow_showerheads,Water Heating,True,10.984967682750767,80,7.282679595463957,10,4
102744,energy_star_fridge,Appliance,True,185.10450000000003,1500,8.103530708329618,14,5
102764,thermostat_setback,Behavioral,True,12.580648684337055,0,0.0,1,1
102764,low_flow_showerheads,Water Heating,True,13.230401247411017,80,6.046679802372188,10,2
102764,programmable_thermostat,Behavioral,True,10.903228859758778,90,8.254435558274722,15,3
102764,led_lighting,Lighting,True,21.119116714650033,200,9.470093030039596,15,4
102764,smart_thermostat,Behavioral,True,13.41935859662619,200,14.903841980218246,12,5
102766,thermostat_setback,Behavioral,True,72.2877781012196,0,0.0,1,1
102766,low_flow_showerheads,Water Heating,True,66.0917387760868,80,1.2104387247403674,10,2
102766,programmable_thermostat,Behavioral,True,62.649407687723645,90,1.4365658562744208,15,3
102766,smart_thermostat,Behavioral,True,77.10696330796756,200,2.5937994627177043,12,4
102766,attic_insulation,Insulation,True,144.5755562024392,2300,15.908636704668584,30,5
102769,thermostat_setback,Behavioral,True,9.341582253605003,0,0.0,1,1
102769,low_flow_showerheads,Water Heating,True,25.793721623633502,80,3.101529944662967,10,2
102769,smart_thermostat,Behavioral,True,9.964354403845334,200,20.071546223086784,12,3
102769,led_lighting,Lighting,True,3.388523065634437,200,59.02276482292552,15,4
102769,heat_pump_replace,HVAC,True,37.36632901442001,8000,214.096493046259,18,5
102770,thermostat_setback,Behavioral,True,83.97809792920759,0,0.0,1,1
102770,low_flow_showerheads,Water Heating,True,45.048777358147746,80,1.7758528575366719,10,2
102770,smart_thermostat,Behavioral,True,89.57663779115475,200,2.232725015492254,12,3
102770,attic_insulation,Insulation,True,167.95619585841519,2300,13.69404676168582,30,4
102770,tankless_water_heater,Water Heating,True,126.13657660281368,2300,18.234203447921185,20,5
102772,thermostat_setback,Behavioral,True,65.71698432852847,0,0.0,1,1
102772,energy_star_washer,Appliance,True,390.4275,950,2.4332302412099556,12,2
102772,low_flow_showerheads,Water Heating,True,14.022591296565057,80,5.705079632435456,10,3
102772,energy_star_fridge,Appliance,True,234.25650000000005,1500,6.403237476868304,14,4
102772,led_lighting,Lighting,True,24.220062942761125,200,8.257616855606722,15,5
102783,thermostat_setback,Behavioral,True,20.281709616722537,0,0.0,1,1
102783,led_lighting,Lighting,True,114.47295861286756,200,1.7471375111075238,15,2
102783,low_flow_showerheads,Water Heating,True,23.08939442283931,80,3.464794205293946,10,3
102783,attic_insulation,Insulation,True,40.563419233445074,2300,56.70133444035753,30,4
102783,heat_pump_replace,HVAC,True,81.12683846689015,8000,98.61101641801308,18,5
102786,thermostat_setback,Behavioral,True,144.70403559013107,0,0.0,1,1
102786,smart_thermostat,Behavioral,True,154.3509712961398,200,1.2957482438920154,12,2
102786,led_lighting,Lighting,True,105.98508513014174,200,1.8870579738122113,15,3
102786,low_flow_showerheads,Water Heating,True,22.922640189274375,80,3.489999377882851,10,4
102786,attic_insulation,Insulation,True,289.40807118026214,2300,7.947255895871026,30,5
102791,thermostat_setback,Behavioral,True,42.44895436625572,0,0.0,1,1
102791,led_lighting,Lighting,True,130.779672259601,200,1.5292896559871696,15,2
102791,programmable_thermostat,Behavioral,True,36.78909378408829,90,2.44637719342046,15,3
102791,low_flow_showerheads,Water Heating,True,21.043685736781494,80,3.8016154109434788,10,4
102791,smart_thermostat,Behavioral,True,45.27888465733943,200,4.417069932564719,12,5
102792,thermostat_setback,Behavioral,True,67.4259747276625,0,0.0,1,1
102792,low_flow_showerheads,Water Heating,True,31.253233883998526,80,2.5597351076350385,10,2
102792,heat_pump_replace,HVAC,True,269.70389891065,8000,29.662159250616963,18,3
102795,thermostat_setback,Behavioral,True,29.347513892455844,0,0.0,1,1
102795,programmable_thermostat,Behavioral,True,25.434512040128396,90,3.5384991800906462,15,2
102795,smart_thermostat,Behavioral,True,31.304014818619564,200,6.388956852941445,12,3
102795,energy_star_washer,Appliance,True,83.835,950,11.331782668336615,12,4
102795,air_sealing,Envelope,True,44.99952130176562,800,17.777966895141414,15,5
102812,thermostat_setback,Behavioral,True,82.09029858214811,0,0.0,1,1
102812,smart_thermostat,Behavioral,True,87.56298515429131,200,2.2840701427388277,12,2
102812,led_lighting,Lighting,True,24.85781692894145,200,8.045758827966267,15,3
102812,low_flow_showerheads,Water Heating,True,7.876374012924498,80,10.15695799472275,10,4
102812,attic_insulation,Insulation,True,164.18059716429622,2300,14.008963542131475,30,5
102813,thermostat_setback,Behavioral,True,69.55014100829229,0,0.0,1,1
102813,led_lighting,Lighting,True,42.09746054782918,200,4.750880395095787,15,2
102813,low_flow_showerheads,Water Heating,True,10.01611711649894,80,7.987127054277438,10,3
102813,attic_insulation,Insulation,True,139.10028201658457,2300,16.534833478811905,30,4
102813,heat_pump_replace,HVAC,True,278.20056403316914,8000,28.75623213706418,18,5
102816,thermostat_setback,Behavioral,True,60.58654169436396,0,0.0,1,1
102816,low_flow_showerheads,Water Heating,True,25.22031270030048,80,3.172046316422035,10,2
102816,attic_insulation,Insulation,True,121.17308338872792,2300,18.981113096062032,30,3
102816,heat_pump_replace,HVAC,True,242.34616677745584,8000,33.010631471412225,18,4
102818,thermostat_setback,Behavioral,True,32.45087227750508,0,0.0,1,1
102818,programmable_thermostat,Behavioral,True,28.124089307171065,90,3.2001036199615482,15,2
102818,low_flow_showerheads,Water Heating,True,13.996192728908268,80,5.715840125205261,10,3
102818,smart_thermostat,Behavioral,True,34.61426376267208,200,5.777964869375018,12,4
102818,attic_insulation,Insulation,True,64.90174455501015,2300,35.43818453216677,30,5
102821,thermostat_setback,Behavioral,True,108.63192032692282,0,0.0,1,1
102821,programmable_thermostat,Behavioral,True,94.1476642833331,90,0.9559451175458703,15,2
102821,smart_thermostat,Behavioral,True,115.87404834871766,200,1.7260120177911547,12,3
102821,low_flow_showerheads,Water Heating,True,29.96548914051374,80,2.6697378315723514,10,4
102821,attic_insulation,Insulation,True,217.26384065384565,2300,10.586207042452415,30,5
102824,thermostat_setback,Behavioral,True,54.38406957376506,0,0.0,1,1
102824,programmable_thermostat,Behavioral,True,47.13286029726304,90,1.9094958258925399,15,2
102824,smart_thermostat,Behavioral,True,58.00967421201605,200,3.4477007967504196,12,3
102824,low_flow_showerheads,Water Heating,True,14.219046704609617,80,5.626256222512098,10,4
102824,energy_star_fridge,Appliance,True,198.18150000000003,1500,7.568819491223953,14,5
102829,thermostat_setback,Behavioral,True,101.18863158144393,0,0.0,1,1
102829,programmable_thermostat,Behavioral,True,87.6968140372514,90,1.0262630517201032,15,2
102829,smart_thermostat,Behavioral,True,107.93454035354019,200,1.8529749544946306,12,3
102829,led_lighting,Lighting,True,87.45889159073567,200,2.28678864278204,15,4
102829,energy_star_fridge,Appliance,True,187.8855,1500,7.983585747702723,14,5
102834,thermostat_setback,Behavioral,True,128.00333162333865,0,0.0,1,1
102834,low_flow_showerheads,Water Heating,True,109.65247279952067,80,0.7295777099916867,10,2
102834,energy_star_washer,Appliance,True,702.475,950,1.3523612939962275,12,3
102834,smart_thermostat,Behavioral,True,136.53688706489456,200,1.4648056235890459,12,4
102834,energy_star_fridge,Appliance,True,421.48500000000007,1500,3.558845510516388,14,5
102836,thermostat_setback,Behavioral,True,120.36666921466066,0,0.0,1,1
102836,led_lighting,Lighting,True,398.4227090609279,200,0.5019794189728665,15,2
102836,low_flow_showerheads,Water Heating,True,55.25755120957901,80,1.4477659297021441,10,3
102836,smart_thermostat,Behavioral,True,128.39111382897136,200,1.5577402051859928,12,4
102836,heat_pump_replace,HVAC,True,481.46667685864264,8000,16.615895521983923,18,5
102837,thermostat_setback,Behavioral,True,40.10774164387722,0,0.0,1,1
102837,smart_thermostat,Behavioral,True,42.781591086802365,200,4.674907943330274,12,2
102837,led_lighting,Lighting,True,33.38545348374123,200,5.990633019180055,15,3
102837,low_flow_showerheads,Water Heating,True,9.984752102327544,80,8.012216946412842,10,4
102837,attic_insulation,Insulation,True,80.21548328775444,2300,28.672768719092343,30,5
102850,thermostat_setback,Behavioral,True,55.15953657142753,0,0.0,1,1
102850,low_flow_showerheads,Water Heating,True,52.16654698026149,80,1.533549844314403,10,2
102850,programmable_thermostat,Behavioral,True,47.80493169523719,90,1.8826509485205836,15,3
102850,smart_thermostat,Behavioral,True,58.83683900952269,200,3.3992308792732757,12,4
102850,led_lighting,Lighting,True,13.010167634318517,200,15.372592085011682,15,5
102851,thermostat_setback,Behavioral,True,30.962572417924815,0,0.0,1,1
102851,low_flow_showerheads,Water Heating,True,24.53960172567942,80,3.2600366091632265,10,2
102851,programmable_thermostat,Behavioral,True,26.83422942886817,90,3.353925263200527,15,3
102851,smart_thermostat,Behavioral,True,33.02674391245313,200,6.055698391889841,12,4
102851,led_lighting,Lighting,True,27.349309092827486,200,7.3127989932459085,15,5
102859,thermostat_setback,Behavioral,True,63.63850364331075,0,0.0,1,1
102859,smart_thermostat,Behavioral,True,67.88107055286478,200,2.9463294902552093,12,2
102859,low_flow_showerheads,Water Heating,True,25.156502093785516,80,3.1800923555172096,10,3
102859,led_lighting,Lighting,True,13.835105151315306,200,14.45597975675566,15,4
102859,attic_insulation,Insulation,True,127.2770072866215,2300,18.07082087356528,30,5
102862,thermostat_setback,Behavioral,True,1.9362643376008961,0,0.0,1,1
102862,led_lighting,Lighting,True,69.46664035111155,200,2.879079785478639,15,2
102862,low_flow_showerheads,Water Heating,True,4.747665784354323,80,16.850385775602756,10,3
102862,energy_star_fridge,Appliance,True,60.67050000000001,1500,24.723712512670897,14,4
102862,programmable_thermostat,Behavioral,True,1.6780957592541097,90,53.63221943901685,15,5
102870,thermostat_setback,Behavioral,True,30.006778990475382,0,0.0,1,1
102870,low_flow_showerheads,Water Heating,True,23.65510002561782,80,3.381934547449058,10,2
102870,smart_thermostat,Behavioral,True,32.007230923173736,200,6.248588029375477,12,3
102870,heat_pump_replace,HVAC,True,120.02711596190153,8000,66.65160564667174,18,4
102878,thermostat_setback,Behavioral,True,37.69920312425334,0,0.0,1,1
102878,low_flow_showerheads,Water Heating,True,19.842755794722905,80,4.031698057851201,10,2
102878,smart_thermostat,Behavioral,True,40.21248333253689,200,4.973579929050917,12,3
102878,energy_star_fridge,Appliance,True,235.77300000000002,1500,6.362051634411064,14,4
102878,tankless_water_heater,Water Heating,True,55.55971622522413,2300,41.39689970115073,20,5
102879,thermostat_setback,Behavioral,True,24.33326856774043,0,0.0,1,1
102879,programmable_thermostat,Behavioral,True,21.088832758708367,90,4.267661516867767,15,2
102879,low_flow_showerheads,Water Heating,True,14.582672015892886,80,5.485963060323391,10,3
102879,smart_thermostat,Behavioral,True,25.955486472256453,200,7.705499961011245,12,4
102879,attic_insulation,Insulation,True,48.66653713548086,2300,47.260399760868964,30,5
102888,thermostat_setback,Behavioral,True,138.23228090013518,0,0.0,1,1
102888,smart_thermostat,Behavioral,True,147.4477662934775,200,1.3564125454564258,12,2
102888,led_lighting,Lighting,True,122.89382762376997,200,1.6274210338072037,15,3
102888,low_flow_showerheads,Water Heating,True,22.192930844029284,80,3.6047514662320026,10,4
102888,attic_insulation,Insulation,True,276.46456180027036,2300,8.319330278799411,30,5
102890,thermostat_setback,Behavioral,True,21.73960890038048,0,0.0,1,1
102890,programmable_thermostat,Behavioral,True,18.840994380329747,90,4.776817941942662,15,2
102890,smart_thermostat,Behavioral,True,23.188916160405842,200,8.624810172952028,12,3
102890,led_lighting,Lighting,True,20.54060201791096,200,9.73681296320353,15,4
102890,low_flow_showerheads,Water Heating,True,7.120686737905814,80,11.234871430887846,10,5
102894,thermostat_setback,Behavioral,True,199.625003348661,0,0.0,1,1
